City,County
Sugarloaf Township,Columbia
Sullivan ,Tioga
Sullivan Township,Tioga
Summerhill ,Cambria
Summerhill Borough,Cambria
Summerhill Township,Cambria
Summerville ,Jefferson
Summerville Borough,Jefferson
Summit ,Butler
Summit Hill ,Carbon
Summit Hill Borough,Carbon
Summit Township,Butler
Sunbury City,Northumberland
Susquehanna ,Cambria
Susquehanna Depot ,Susquehanna
Susquehanna Depot Borough,Susquehanna
Susquehanna Township,Cambria
Sutersville ,Westmoreland
Sutersville Borough,Westmoreland
Swarthmore ,Delaware
Swarthmore Borough,Delaware
Swatara ,Dauphin
Swatara Township,Dauphin
Sweden ,Potter
Sweden Township,Potter
Swissvale ,Allegheny
Swissvale Borough,Allegheny
Swoyersville ,Luzerne
Swoyersville Borough,Luzerne
Sykesville ,Jefferson
Sykesville Borough,Jefferson
Sylvania ,Bradford
Sylvania Borough,Bradford
Sylvania Township,Potter
Tamaqua ,Schuylkill
Tamaqua Borough,Schuylkill
Tarentum ,Allegheny
Tarentum Borough,Allegheny
Tatamy ,Northampton
Tatamy Borough,Northampton
Taylor ,Blair
Taylor Borough,Lackawanna
Taylor Township,Blair
Telford ,Montgomery
Telford Borough,Montgomery
Tell ,Huntingdon
Tell Township,Huntingdon
Terre Hill ,Lancaster
Terre Hill Borough,Lancaster
Terry ,Bradford
Terry Township,Bradford
Texas ,Wayne
Texas Township,Wayne
Thompson ,Fulton
Thompson Borough,Susquehanna
Thompson Township,Fulton
Thompsontown ,Juniata
Thompsontown Borough,Juniata
Thornburg ,Allegheny
Thornburg Borough,Allegheny
Thornbury ,Chester
Thornbury Township,Chester
Thornhurst ,Lackawanna
Thornhurst Township,Lackawanna
Three Springs ,Huntingdon
Three Springs Borough,Huntingdon
Throop ,Lackawanna
Throop Borough,Lackawanna
Tidioute ,Warren
Tidioute Borough,Warren
Tilden ,Berks
Tilden Township,Berks
Timblin ,Jefferson
Timblin Borough,Jefferson
Tinicum ,Bucks
Tinicum Township,Bucks
Tioga ,Tioga
Tioga Borough,Tioga
Tioga Township,Tioga
Tionesta ,Forest
Tionesta Borough,Forest
Tionesta Township,Forest
Titusville City,Crawford
Toboyne ,Perry
Toboyne Township,Perry
Toby ,Clarion
Toby Township,Clarion
Tobyhanna ,Monroe
Tobyhanna Township,Monroe
Todd ,Fulton
Todd Township,Fulton
Topton ,Berks
Topton Borough,Berks
Towamencin ,Montgomery
Towamencin Township,Montgomery
Towamensing ,Carbon
Towamensing Township,Carbon
Towanda ,Bradford
Towanda Borough,Bradford
Towanda Township,Bradford
Tower City ,Schuylkill
Tower City Borough,Schuylkill
Townville ,Crawford
Townville Borough,Crawford
Trafford ,Westmoreland
Trafford Borough,Westmoreland
Trainer ,Delaware
Trainer Borough,Delaware
Trappe ,Montgomery
Trappe Borough,Montgomery
Tredyffrin ,Chester
Tredyffrin Township,Chester
Tremont ,Schuylkill
Tremont Borough,Schuylkill
Tremont Township,Schuylkill
Triumph ,Warren
Triumph Township,Warren
Troutville ,Clearfield
Troutville Borough,Clearfield
Troy ,Bradford
Troy Borough,Bradford
Troy Township,Bradford
Trumbauersville ,Bucks
Trumbauersville Borough,Bucks
Tullytown ,Bucks
Tullytown Borough,Bucks
Tulpehocken ,Berks
Tulpehocken Township,Berks
Tunkhannock ,Monroe
Tunkhannock Borough,Wyoming
Tunkhannock Township,Monroe
Tunnelhill ,Cambria
Tunnelhill Borough,Cambria
Turbett ,Juniata
Turbett Township,Juniata
Turbot ,Northumberland
Turbot Township,Northumberland
Turbotville ,Northumberland
Turbotville Borough,Northumberland
Turtle Creek ,Allegheny
Turtle Creek Borough,Allegheny
Tuscarora ,Bradford
Tuscarora Township,Bradford
Twilight ,Washington
Twilight Borough,Washington
Tyrone ,Adams
Tyrone Borough,Blair
Tyrone Township,Adams
Ulster ,Bradford
Ulster Township,Bradford
Ulysses ,Potter
Ulysses Borough,Potter
Ulysses Township,Potter
Union ,Adams
Union City ,Erie
Union City Borough,Erie
Union Township,Adams
Uniondale ,Susquehanna
Uniondale Borough,Susquehanna
Uniontown City,Fayette
Unionville ,Centre
Unionville Borough,Centre
Unity ,Westmoreland
Unity Township,Westmoreland
Upland ,Delaware
Upland Borough,Delaware
Upper Allen ,Cumberland
Upper Allen Township,Cumberland
Upper Augusta ,Northumberland
Upper Augusta Township,Northumberland
Upper Bern ,Berks
Upper Bern Township,Berks
Upper Burrell ,Westmoreland
Upper Burrell Township,Westmoreland
Upper Chichester ,Delaware
Upper Chichester Township,Delaware
Upper Darby ,Delaware
Upper Darby Township,Delaware
Upper Dublin ,Montgomery
Upper Dublin Township,Montgomery
Upper Fairfield ,Lycoming
Upper Fairfield Township,Lycoming
Upper Frankford ,Cumberland
Upper Frankford Township,Cumberland
Upper Frederick ,Montgomery
Upper Frederick Township,Montgomery
Upper Gwynedd ,Montgomery
Upper Gwynedd Township,Montgomery
Upper Hanover ,Montgomery
Upper Hanover Township,Montgomery
Upper Leacock ,Lancaster
Upper Leacock Township,Lancaster
Upper Macungie ,Lehigh
Upper Macungie Township,Lehigh
Upper Mahanoy ,Northumberland
Upper Mahanoy Township,Northumberland
Upper Mahantango ,Schuylkill
Upper Mahantango Township,Schuylkill
Upper Makefield ,Bucks
Upper Makefield Township,Bucks
Upper Merion ,Montgomery
Upper Merion Township,Montgomery
Upper Mifflin ,Cumberland
Upper Mifflin Township,Cumberland
Upper Milford ,Lehigh
Upper Milford Township,Lehigh
Upper Moreland ,Montgomery
Upper Moreland Township,Montgomery
Upper Mt Bethel ,Northampton
Upper Mt Bethel Township,Northampton
Upper Nazareth ,Northampton
Upper Nazareth Township,Northampton
Upper Oxford ,Chester
Upper Oxford Township,Chester
Upper Paxton ,Dauphin
Upper Paxton Township,Dauphin
Upper Pottsgrove ,Montgomery
Upper Pottsgrove Township,Montgomery
Upper Providence ,Delaware
Upper Providence Township,Delaware
Upper Salford ,Montgomery
Upper Salford Township,Montgomery
Upper Saucon ,Lehigh
Upper Saucon Township,Lehigh
Upper Southampton ,Bucks
Upper Southampton Township,Bucks
Upper St Clair ,Allegheny
Upper St Clair Township,Allegheny
Upper Tulpehocken ,Berks
Upper Tulpehocken Township,Berks
Upper Turkeyfoot ,Somerset
Upper Turkeyfoot Township,Somerset
Upper Tyrone ,Fayette
Upper Tyrone Township,Fayette
Upper Uwchlan ,Chester
Upper Uwchlan Township,Chester
Upper Yoder ,Cambria
Upper Yoder Township,Cambria
Ursina ,Somerset
Ursina Borough,Somerset
Utica ,Venango
Utica Borough,Venango
Uwchlan ,Chester
Uwchlan Township,Chester
Valencia ,Butler
Valencia Borough,Butler
Valley ,Armstrong
Valley Township,Armstrong
Valley-Hi ,Fulton
Valley-Hi Borough,Fulton
Vanderbilt ,Fayette
Vanderbilt Borough,Fayette
Vandergrift ,Westmoreland
Vandergrift Borough,Westmoreland
Vandling ,Lackawanna
Vandling Borough,Lackawanna
Vanport ,Beaver
Vanport Township,Beaver
Venango ,Butler
Venango Borough,Crawford
Venango Township,Butler
Vernon ,Crawford
Vernon Township,Crawford
Verona ,Allegheny
Verona Borough,Allegheny
Versailles ,Allegheny
Versailles Borough,Allegheny
Victory ,Venango
Victory Township,Venango
Vintondale ,Cambria
Vintondale Borough,Cambria
Volant ,Lawrence
Volant Borough,Lawrence
Walker ,Centre
Walker Township,Centre
Wall ,Allegheny
Wall Borough,Allegheny
Wallace ,Chester
Wallace Township,Chester
Wallaceton ,Clearfield
Wallaceton Borough,Clearfield
Walnutport ,Northampton
Walnutport Borough,Northampton
Wampum ,Lawrence
Wampum Borough,Lawrence
Ward ,Tioga
Ward Township,Tioga
Warminster ,Bucks
Warminster Township,Bucks
Warren ,Bradford
Warren City,Warren
Warren Township,Bradford
Warrington ,Bucks
Warrington Township,Bucks
Warrior Run ,Luzerne
Warrior Run Borough,Luzerne
Warriors Mark ,Huntingdon
Warriors Mark Township,Huntingdon
Warsaw ,Jefferson
Warsaw Township,Jefferson
Warwick ,Bucks
Warwick Township,Bucks
Washington ,Armstrong
Washington City,Washington
Washington Township,Armstrong
Washingtonville ,Montour
Washingtonville Borough,Montour
Waterford ,Erie
Waterford Borough,Erie
Waterford Township,Erie
Watson ,Lycoming
Watson Township,Lycoming
Watsontown ,Northumberland
Watsontown Borough,Northumberland
Watts ,Perry
Watts Township,Perry
Wattsburg ,Erie
Wattsburg Borough,Erie
Waverly  (Abington ),Lackawanna
Waverly Township (Abington Township),Lackawanna
Waymart ,Wayne
Waymart Borough,Wayne
Wayne ,Armstrong
Wayne Township,Armstrong
Waynesboro ,Franklin
Waynesboro Borough,Franklin
Waynesburg ,Greene
Waynesburg Borough,Greene
Weatherly ,Carbon
Weatherly Borough,Carbon
Weisenberg ,Lehigh
Weisenberg Township,Lehigh
Weissport ,Carbon
Weissport Borough,Carbon
Wellersburg ,Somerset
Wellersburg Borough,Somerset
Wells ,Bradford
Wells Township,Bradford
Wellsboro ,Tioga
Wellsboro Borough,Tioga
Wellsville ,York
Wellsville Borough,York
Wernersville ,Berks
Wernersville Borough,Berks
Wesleyville ,Erie
Wesleyville Borough,Erie
West ,Huntingdon
West Abington ,Lackawanna
West Abington Township,Lackawanna
West Beaver ,Snyder
West Beaver Township,Snyder
West Bethlehem ,Washington
West Bethlehem Township,Washington
West Bradford ,Chester
West Bradford Township,Chester
West Branch ,Potter
West Branch Township,Potter
West Brandywine ,Chester
West Brandywine Township,Chester
West Brownsville ,Washington
West Brownsville Borough,Washington
West Brunswick ,Schuylkill
West Brunswick Township,Schuylkill
West Buffalo ,Union
West Buffalo Township,Union
West Burlington ,Bradford
West Burlington Township,Bradford
West Caln ,Chester
West Caln Township,Chester
West Cameron ,Northumberland
West Cameron Township,Northumberland
West Carroll ,Cambria
West Carroll Township,Cambria
West Chester ,Chester
West Chester Borough,Chester
West Chillisquaque ,Northumberland
West Chillisquaque Township,Northumberland
West Cocalico ,Lancaster
West Cocalico Township,Lancaster
West Conshohocken ,Montgomery
West Conshohocken Borough,Montgomery
West Cornwall ,Lebanon
West Cornwall Township,Lebanon
West Deer ,Allegheny
West Deer Township,Allegheny
West Donegal ,Lancaster
West Donegal Township,Lancaster
West Earl ,Lancaster
West Earl Township,Lancaster
West Easton ,Northampton
West Easton Borough,Northampton
West Elizabeth ,Allegheny
West Elizabeth Borough,Allegheny
West Fallowfield ,Chester
West Fallowfield Township,Chester
West Finley ,Washington
West Finley Township,Washington
West Franklin ,Armstrong
West Franklin Township,Armstrong
West Goshen ,Chester
West Goshen Township,Chester
West Grove ,Chester
West Grove Borough,Chester
West Hanover ,Dauphin
West Hanover Township,Dauphin
West Hazleton ,Luzerne
West Hazleton Borough,Luzerne
West Hemlock ,Montour
West Hemlock Township,Montour
West Hempfield ,Lancaster
West Hempfield Township,Lancaster
West Homestead ,Allegheny
West Homestead Borough,Allegheny
West Keating ,Clinton
West Keating Township,Clinton
West Kittanning ,Armstrong
West Kittanning Borough,Armstrong
West Lampeter ,Lancaster
West Lampeter Township,Lancaster
West Lebanon ,Lebanon
West Lebanon Township,Lebanon
West Leechburg ,Westmoreland
West Leechburg Borough,Westmoreland
West Liberty ,Butler
West Liberty Borough,Butler
West Mahanoy ,Schuylkill
West Mahanoy Township,Schuylkill
West Mahoning ,Indiana
West Mahoning Township,Indiana
West Manchester ,York
West Manchester Township,York
West Manheim ,York
West Manheim Township,York
West Marl ,Chester
West Marlborough Township,Chester
West Mayfield ,Beaver
West Mayfield Borough,Beaver
West Mead ,Crawford
West Mead Township,Crawford
West Middlesex ,Mercer
West Middlesex Borough,Mercer
West Middletown ,Washington
West Middletown Borough,Washington
West Mifflin ,Allegheny
West Mifflin Borough,Allegheny
West Nantmeal ,Chester
West Nantmeal Township,Chester
West Newton ,Westmoreland
West Newton Borough,Westmoreland
West Norriton ,Montgomery
West Norriton Township,Montgomery
West Nottingham ,Chester
West Nottingham Township,Chester
West Penn ,Schuylkill
West Penn Township,Schuylkill
West Pennsboro ,Cumberland
West Pennsboro Township,Cumberland
West Perry ,Snyder
West Perry Township,Snyder
West Pike Run ,Washington
West Pike Run Township,Washington
West Pikeland ,Chester
West Pikeland Township,Chester
West Pittston ,Luzerne
West Pittston Borough,Luzerne
West Pottsgrove ,Montgomery
West Pottsgrove Township,Montgomery
West Providence ,Bedford
West Providence Township,Bedford
West Reading ,Berks
West Reading Borough,Berks
West Rockhill ,Bucks
West Rockhill Township,Bucks
West Sadsbury ,Chester
West Sadsbury Township,Chester
West Salem ,Mercer
West Salem Township,Mercer
West Shenango ,Crawford
West Shenango Township,Crawford
West St Clair ,Bedford
West St Clair Township,Bedford
West Sunbury ,Butler
West Sunbury Borough,Butler
West Taylor ,Cambria
West Taylor Township,Cambria
West Township,Huntingdon
West View ,Allegheny
West View Borough,Allegheny
West Vincent ,Chester
West Vincent Township,Chester
West Wheatfield ,Indiana
West Wheatfield Township,Indiana
West Whiteland ,Chester
West Whiteland Township,Chester
West Wyoming ,Luzerne
West Wyoming Borough,Luzerne
West York ,York
West York Borough,York
Westfall ,Pike
Westfall Township,Pike
Westfield ,Tioga
Westfield Borough,Tioga
Westfield Township,Tioga
Westmont ,Cambria
Westmont Borough,Cambria
Westover ,Clearfield
Westover Borough,Clearfield
Westtown ,Chester
Westtown Township,Chester
Wetmore ,Mckean
Wetmore Township,Mckean
Wharton ,Fayette
Wharton Township,Fayette
Wheatfield ,Perry
Wheatfield Township,Perry
Whitaker ,Allegheny
Whitaker Borough,Allegheny
White ,Beaver
White Deer ,Union
White Deer Township,Union
White Haven ,Luzerne
White Haven Borough,Luzerne
White Oak ,Allegheny
White Oak Borough,Allegheny
White Township,Beaver
Whitehall ,Allegheny
Whitehall Borough,Allegheny
Whitehall Township,Lehigh
Whiteley ,Greene
Whiteley Township,Greene
Whitemarsh ,Montgomery
Whitemarsh Township,Montgomery
Whitpain ,Montgomery
Whitpain Township,Montgomery
Wiconisco ,Dauphin
Wiconisco Township,Dauphin
Wilkes Barre ,Luzerne
Wilkes Barre City,Luzerne
Wilkes Barre Township,Luzerne
Wilkins ,Allegheny
Wilkins Township,Allegheny
Wilkinsburg ,Allegheny
Wilkinsburg Borough,Allegheny
Williams ,Dauphin
Williams Township,Dauphin
Williamsburg ,Blair
Williamsburg Borough,Blair
Williamsport City,Lycoming
Williamstown ,Dauphin
Williamstown Borough,Dauphin
Willistown ,Chester
Willistown Township,Chester
Wilmerding ,Allegheny
Wilmerding Borough,Allegheny
Wilmington ,Lawrence
Wilmington Township,Lawrence
Wilmore ,Cambria
Wilmore Borough,Cambria
Wilmot ,Bradford
Wilmot Township,Bradford
Wilson ,Northampton
Wilson Borough,Northampton
Wind Gap ,Northampton
Wind Gap Borough,Northampton
Windber ,Somerset
Windber Borough,Somerset
Windham ,Bradford
Windham Township,Bradford
Windsor ,Berks
Windsor Borough,York
Windsor Township,Berks
Winfield ,Butler
Winfield Township,Butler
Winslow ,Jefferson
Winslow Township,Jefferson
Winterstown ,York
Winterstown Borough,York
Wolf ,Lycoming
Wolf Creek ,Mercer
Wolf Creek Township,Mercer
Wolf Township,Lycoming
Womelsdorf ,Berks
Womelsdorf Borough,Berks
Wood ,Huntingdon
Wood Township,Huntingdon
Woodbury ,Bedford
Woodbury Borough,Bedford
Woodbury Township,Bedford
Woodcock ,Crawford
Woodcock Borough,Crawford
Woodcock Township,Crawford
Woodward ,Clearfield
Woodward Township,Clearfield
Worcester ,Montgomery
Worcester Township,Montgomery
Wormleysburg ,Cumberland
Wormleysburg Borough,Cumberland
Worth ,Butler
Worth Township,Butler
Worthington ,Armstrong
Worthington Borough,Armstrong
Worthville ,Jefferson
Worthville Borough,Jefferson
Wright ,Luzerne
Wright Township,Luzerne
Wrightstown ,Bucks
Wrightstown Township,Bucks
Wrightsville ,York
Wrightsville Borough,York
Wyalusing ,Bradford
Wyalusing Borough,Bradford
Wyalusing Township,Bradford
Wyoming ,Luzerne
Wyoming Borough,Luzerne
Wyomissing ,Berks
Wyomissing Borough,Berks
Wysox ,Bradford
Wysox Township,Bradford
Yardley ,Bucks
Yardley Borough,Bucks
Yatesville ,Luzerne
Yatesville Borough,Luzerne
Yeadon ,Delaware
Yeadon Borough,Delaware
Yoe ,York
Yoe Borough,York
York ,York
York City,York
York Haven ,York
York Haven Borough,York
York Springs ,Adams
York Springs Borough,Adams
York Township,York
Yorkana ,York
Yorkana Borough,York
Young ,Indiana
Young Township,Indiana
Youngstown ,Westmoreland
Youngstown Borough,Westmoreland
Youngsville ,Warren
Youngsville Borough,Warren
Youngwood ,Westmoreland
Youngwood Borough,Westmoreland
Zelienople ,Butler
Zelienople Borough,Butler
Zerbe ,Northumberland
Zerbe Township,Northumberland
